Timestamp,Is holiday,Real temperature,Feels like temperature,Humidity,Speed of wind,PM25 pollution,Atmospheric CO2,Weather type,No. of shared scooter rides
2015-12-08 10:00:00,0,14.0°C,14.0°C,82.00%,19.5 km/h,5.95 μg/m3,403.75ppm,Scattered clouds,843
2015-12-08 11:00:00,0,,14.0°C,82.00%,18.0 km/h,6.47 μg/m3,402.35ppm,Scattered clouds,678
2015-12-08 12:00:00,0,14.5°C,14.5°C,72.50%,24.0 km/h,5.86 μg/m3,402.34ppm,Broken clouds,796
2015-12-08 13:00:00,0,14.0°C,14.0°C,65.00%,,10.53 μg/m3,403.42ppm,Scattered clouds,988
2015-12-08 14:00:00,0,14.0°C,14.0°C,57.00%,23.0 km/h,7.58 μg/m3,403.34ppm,Scattered clouds,986
2015-12-08 15:00:00,0,12.0°C,,,25.0 km/h,10.16 μg/m3,403.8ppm,Rain,991
2015-12-08 16:00:00,0,11.0°C,11.0°C,64.50%,23.0 km/h,7.89 μg/m3,405.25ppm,Scattered clouds,1376
2015-12-08 17:00:00,0,11.0°C,11.0°C,62.00%,23.0 km/h,10.69 μg/m3,403.33ppm,Clear,2819
2015-12-08 18:00:00,0,11.0°C,11.0°C,62.00%,22.0 km/h,9.85 μg/m3,408.25ppm,Clear,2724
2015-12-08 19:00:00,0,10.5°C,9.0°C,64.50%,27.0 km/h,6.97 μg/m3,404.74ppm,Clear,1547
2015-12-08 20:00:00,0,,7.0°C,67.00%,25.0 km/h,8.17 μg/m3,406.56ppm,Scattered clouds,1064
2015-12-08 21:00:00,0,9.5°C,6.5°C,,,6.49 μg/m3,403.2ppm,Scattered clouds,651
2015-12-08 22:00:00,0,9.0°C,6.0°C,71.00%,19.0 km/h,8.99 μg/m3,404.17ppm,Clear,564
2015-12-08 23:00:00,0,,5.0°C,76.00%,17.0 km/h,9.62 μg/m3,405.56ppm,Clear,365
2015-12-09 0:00:00,0,8.0°C,5.0°C,82.00%,21.0 km/h,10.82 μg/m3,405.79ppm,Clear,180
2015-12-09 1:00:00,0,,,78.50%,18.5 km/h,10.07 μg/m3,406.72ppm,Clear,113
2015-12-09 2:00:00,0,7.0°C,4.0°C,81.00%,17.0 km/h,8.65 μg/m3,402.35ppm,Clear,79
2015-12-09 3:00:00,0,7.0°C,,81.00%,17.0 km/h,8.53 μg/m3,410.21ppm,Clear,58
2015-12-09 4:00:00,0,6.0°C,3.0°C,84.00%,16.0 km/h,7.63 μg/m3,408.15ppm,Clear,51
2015-12-09 5:00:00,0,6.0°C,3.5°C,81.00%,12.0 km/h,10.74 μg/m3,405.4ppm,Clear,94
2015-12-09 6:00:00,0,6.0°C,4.5°C,81.00%,7.5 km/h,6.7 μg/m3,405.64ppm,Clear,574
2015-12-09 7:00:00,0,6.5°C,4.5°C,78.50%,9.0 km/h,6.44 μg/m3,405.39ppm,Clear,2004
2015-12-09 8:00:00,0,7.0°C,5.0°C,76.00%,9.0 km/h,6.35 μg/m3,403.04ppm,Clear,4208
2015-12-09 9:00:00,0,8.5°C,6.5°C,71.00%,11.0 km/h,9.61 μg/m3,402.24ppm,Clear,2130
2015-12-09 10:00:00,0,,8.0°C,69.00%,14.0 km/h,9.44 μg/m3,402.67ppm,Clear,974
2015-12-09 11:00:00,0,11.5°C,11.5°C,65.00%,19.0 km/h,8.67 μg/m3,402.41ppm,Scattered clouds,947
2015-12-09 12:00:00,0,12.0°C,12.0°C,63.00%,21.5 km/h,8.47 μg/m3,408.33ppm,Scattered clouds,1141
2015-12-09 13:00:00,0,12.5°C,,61.00%,,6.23 μg/m3,403.99ppm,Scattered clouds,1239
2015-12-09 14:00:00,0,12.5°C,,61.00%,23.0 km/h,8.41 μg/m3,407.17ppm,Scattered clouds,1048
2015-12-09 15:00:00,0,11.5°C,11.5°C,69.50%,20.5 km/h,9.85 μg/m3,404.48ppm,Scattered clouds,1189
2015-12-09 16:00:00,0,11.0°C,11.0°C,74.50%,20.5 km/h,6.38 μg/m3,404.72ppm,Scattered clouds,1497
2015-12-09 17:00:00,0,11.0°C,,72.00%,20.0 km/h,6.17 μg/m3,404.49ppm,Scattered clouds,2771
2015-12-09 18:00:00,0,11.0°C,11.0°C,72.00%,21.0 km/h,8.47 μg/m3,403.81ppm,Clear,2738
2015-12-09 19:00:00,0,11.0°C,11.0°C,74.50%,21.0 km/h,9.15 μg/m3,408.47ppm,Scattered clouds,1549
2015-12-09 20:00:00,0,11.0°C,11.0°C,77.00%,22.0 km/h,9.22 μg/m3,405.23ppm,Scattered clouds,987
2015-12-09 21:00:00,0,11.5°C,11.5°C,74.50%,24.0 km/h,9.82 μg/m3,407.77ppm,Scattered clouds,791
2015-12-09 22:00:00,0,12.0°C,12.0°C,77.00%,24.0 km/h,8.24 μg/m3,405.43ppm,Cloudy,688
2015-12-09 23:00:00,0,12.0°C,12.0°C,69.50%,27.0 km/h,5.51 μg/m3,407.81ppm,Broken clouds,512
2015-12-10 0:00:00,0,12.0°C,12.0°C,,25.0 km/h,8.77 μg/m3,405.16ppm,Cloudy,321
2015-12-10 1:00:00,0,12.0°C,12.0°C,69.50%,28.0 km/h,9.78 μg/m3,404.44ppm,Cloudy,190
2015-12-10 2:00:00,0,11.0°C,11.0°C,77.00%,24.0 km/h,7.07 μg/m3,402.03ppm,Rain,101
2015-12-10 3:00:00,0,11.0°C,,,26.5 km/h,7.79 μg/m3,406.46ppm,Cloudy,53
2015-12-10 4:00:00,0,11.0°C,11.0°C,72.00%,23.0 km/h,4.73 μg/m3,408.05ppm,Cloudy,51
2015-12-10 5:00:00,0,11.5°C,11.5°C,69.50%,19.5 km/h,7.58 μg/m3,406.97ppm,Broken clouds,107
2015-12-10 6:00:00,0,12.0°C,12.0°C,67.00%,20.5 km/h,10.4 μg/m3,404.13ppm,Broken clouds,554
2015-12-10 7:00:00,0,12.0°C,12.0°C,67.00%,22.0 km/h,7.33 μg/m3,406.58ppm,Broken clouds,1944
2015-12-10 8:00:00,0,12.0°C,12.0°C,69.50%,23.0 km/h,6.42 μg/m3,402.86ppm,Scattered clouds,4091
2015-12-10 9:00:00,0,12.0°C,12.0°C,74.50%,25.0 km/h,10.94 μg/m3,402.96ppm,Scattered clouds,2202
2015-12-10 10:00:00,0,12.0°C,12.0°C,77.00%,,8.92 μg/m3,403.6ppm,Rain,949
2015-12-10 11:00:00,0,11.5°C,11.5°C,79.50%,27.0 km/h,8.71 μg/m3,403.63ppm,Broken clouds,615
2015-12-10 12:00:00,0,11.0°C,11.0°C,85.00%,25.0 km/h,8.23 μg/m3,406.16ppm,Broken clouds,971
2015-12-10 13:00:00,0,12.0°C,12.0°C,77.00%,21.0 km/h,6.99 μg/m3,406.64ppm,Scattered clouds,985
2015-12-10 14:00:00,0,12.0°C,12.0°C,77.00%,24.0 km/h,7.6 μg/m3,404.17ppm,Broken clouds,869
2015-12-10 15:00:00,0,12.0°C,12.0°C,77.00%,25.0 km/h,10.49 μg/m3,408.17ppm,Broken clouds,1014
2015-12-10 16:00:00,0,12.0°C,12.0°C,77.00%,25.0 km/h,6.97 μg/m3,403.97ppm,Broken clouds,1396
2015-12-10 17:00:00,0,12.0°C,12.0°C,82.00%,,10.05 μg/m3,407.33ppm,Broken clouds,2471
2015-12-10 18:00:00,0,,12.0°C,85.00%,25.0 km/h,8.52 μg/m3,404.26ppm,Rain,1865
2015-12-10 19:00:00,0,12.0°C,12.0°C,82.00%,24.0 km/h,8.53 μg/m3,405.02ppm,Rain,1046
2015-12-10 20:00:00,0,11.0°C,,88.00%,16.0 km/h,5.49 μg/m3,405.13ppm,Rain,467
2015-12-10 21:00:00,0,11.0°C,11.0°C,88.00%,13.0 km/h,8.64 μg/m3,406.67ppm,Rain,274
2015-12-10 22:00:00,0,10.0°C,,91.00%,17.0 km/h,7.9 μg/m3,404.6ppm,Rain,226
2015-12-10 23:00:00,0,10.0°C,,94.00%,11.0 km/h,5.58 μg/m3,401.64ppm,Rain,353
2015-12-11 0:00:00,0,10.0°C,9.0°C,94.00%,8.0 km/h,8.06 μg/m3,406.54ppm,Broken clouds,350
2015-12-11 1:00:00,0,10.5°C,9.5°C,91.00%,18.5 km/h,7.36 μg/m3,404.99ppm,Scattered clouds,272
2015-12-11 2:00:00,0,11.0°C,,82.00%,19.5 km/h,8.4 μg/m3,408.48ppm,Scattered clouds,139
2015-12-11 3:00:00,0,11.0°C,11.0°C,82.00%,22.0 km/h,6.72 μg/m3,402.41ppm,Scattered clouds,80
2015-12-11 4:00:00,0,11.0°C,11.0°C,79.50%,22.0 km/h,6.48 μg/m3,404.58ppm,Broken clouds,76
2015-12-11 5:00:00,0,11.0°C,11.0°C,77.00%,20.0 km/h,8.14 μg/m3,401.78ppm,Scattered clouds,111
2015-12-11 6:00:00,0,,11.0°C,77.00%,23.0 km/h,7.41 μg/m3,405.2ppm,Broken clouds,498
2015-12-11 7:00:00,0,11.0°C,11.0°C,74.50%,24.0 km/h,7.49 μg/m3,405.2ppm,Broken clouds,1588
2015-12-11 8:00:00,0,11.0°C,11.0°C,72.00%,23.0 km/h,6.17 μg/m3,407.8ppm,Scattered clouds,3452
2015-12-11 9:00:00,0,11.0°C,,72.00%,20.0 km/h,7.91 μg/m3,405.97ppm,Scattered clouds,1999
2015-12-11 10:00:00,0,11.0°C,,69.50%,21.0 km/h,8.96 μg/m3,403.98ppm,Scattered clouds,966
2015-12-11 11:00:00,0,11.0°C,,67.00%,,8.41 μg/m3,405.18ppm,Broken clouds,911
2015-12-11 12:00:00,0,10.5°C,9.0°C,74.00%,26.0 km/h,7.45 μg/m3,406.96ppm,Broken clouds,1133
2015-12-11 13:00:00,0,11.0°C,11.0°C,74.50%,26.0 km/h,5.54 μg/m3,401.48ppm,Broken clouds,1071
2015-12-11 14:00:00,0,10.5°C,9.0°C,77.00%,24.0 km/h,6.72 μg/m3,406.08ppm,Rain,798
2015-12-11 15:00:00,0,10.0°C,6.5°C,76.00%,28.5 km/h,6.88 μg/m3,403.57ppm,Rain,847
2015-12-11 16:00:00,0,10.0°C,7.5°C,73.50%,20.5 km/h,9.26 μg/m3,404.27ppm,Broken clouds,1333
2015-12-11 17:00:00,0,10.0°C,7.5°C,71.00%,19.5 km/h,9.2 μg/m3,405.03ppm,Broken clouds,2326
2015-12-11 18:00:00,0,9.5°C,7.0°C,69.00%,20.5 km/h,8.47 μg/m3,401.96ppm,Scattered clouds,1953
2015-12-11 19:00:00,0,9.0°C,6.0°C,71.00%,21.0 km/h,7.48 μg/m3,401.98ppm,Scattered clouds,1142
2015-12-11 20:00:00,0,8.5°C,5.5°C,73.50%,17.0 km/h,9.96 μg/m3,406.3ppm,Clear,737
2015-12-11 21:00:00,0,8.0°C,5.5°C,73.50%,14.0 km/h,8.94 μg/m3,404.15ppm,Clear,525
2015-12-11 22:00:00,0,7.5°C,5.5°C,,12.0 km/h,4.89 μg/m3,404.92ppm,Clear,479
2015-12-11 23:00:00,0,7.0°C,4.5°C,78.50%,13.0 km/h,10.37 μg/m3,405.45ppm,Clear,473
2015-12-12 0:00:00,0,7.0°C,4.0°C,78.50%,16.0 km/h,7.76 μg/m3,402.51ppm,Clear,507
2015-12-12 1:00:00,0,7.0°C,5.0°C,76.00%,13.0 km/h,9.41 μg/m3,403.51ppm,Clear,461
2015-12-12 6:00:00,0,7.0°C,6.0°C,76.00%,6.0 km/h,8.71 μg/m3,403.21ppm,Clear,110
2015-12-12 7:00:00,0,8.0°C,7.0°C,71.00%,6.5 km/h,6.06 μg/m3,400.35ppm,Scattered clouds,207
2015-12-12 8:00:00,0,8.0°C,7.0°C,71.00%,6.0 km/h,7.3 μg/m3,404.6ppm,Broken clouds,396
2015-12-12 9:00:00,0,8.5°C,7.5°C,73.50%,6.0 km/h,5.11 μg/m3,404.67ppm,Rain,716
2015-12-12 10:00:00,0,10.5°C,10.0°C,82.00%,12.0 km/h,6.84 μg/m3,405.95ppm,Scattered clouds,1033
2015-12-12 11:00:00,0,,12.0°C,82.00%,20.0 km/h,8.21 μg/m3,405.7ppm,Rain,1100
2015-12-12 12:00:00,0,13.0°C,13.0°C,77.00%,26.0 km/h,8.1 μg/m3,401.53ppm,Rain,1308
2015-12-12 13:00:00,0,13.5°C,13.5°C,,,7.0 μg/m3,401.57ppm,Broken clouds,1409
2015-12-12 14:00:00,0,14.0°C,14.0°C,,33.0 km/h,7.62 μg/m3,403.76ppm,Broken clouds,1359
2015-12-12 15:00:00,0,14.0°C,,67.00%,32.0 km/h,8.17 μg/m3,405.42ppm,Cloudy,1304
2015-12-12 16:00:00,0,14.0°C,14.0°C,72.00%,34.0 km/h,9.01 μg/m3,403.96ppm,Broken clouds,1056
2015-12-12 17:00:00,0,13.5°C,13.5°C,74.50%,32.5 km/h,7.06 μg/m3,403.44ppm,Broken clouds,1021
2015-12-12 18:00:00,0,14.0°C,14.0°C,69.50%,33.0 km/h,7.77 μg/m3,407.63ppm,Cloudy,946
2015-12-12 19:00:00,0,14.0°C,,67.00%,32.0 km/h,6.12 μg/m3,406.15ppm,Broken clouds,778
2015-12-12 20:00:00,0,,,69.50%,31.5 km/h,6.17 μg/m3,406.41ppm,Cloudy,668
2015-12-12 21:00:00,0,14.0°C,14.0°C,72.00%,31.0 km/h,9.7 μg/m3,405.69ppm,Broken clouds,513
2015-12-12 22:00:00,0,14.0°C,14.0°C,72.00%,32.0 km/h,10.29 μg/m3,402.78ppm,Broken clouds,454
2015-12-12 23:00:00,0,13.5°C,13.5°C,74.50%,32.0 km/h,8.31 μg/m3,406.46ppm,Broken clouds,469
2015-12-13 0:00:00,0,12.0°C,10.5°C,77.00%,25.0 km/h,7.51 μg/m3,410.04ppm,Rain,372
2015-12-13 1:00:00,0,8.0°C,6.0°C,87.00%,11.0 km/h,7.29 μg/m3,406.21ppm,Rain,277
2015-12-13 2:00:00,0,7.5°C,,90.00%,8.0 km/h,9.83 μg/m3,404.8ppm,Rain,194
2015-12-13 3:00:00,0,7.0°C,,93.00%,6.5 km/h,2.17 μg/m3,401.93ppm,Rain,156
2015-12-13 4:00:00,0,7.0°C,5.5°C,93.00%,8.0 km/h,11.41 μg/m3,403.49ppm,Rain,85
2015-12-13 5:00:00,0,7.0°C,5.0°C,93.00%,10.0 km/h,8.12 μg/m3,406.39ppm,Rain,49
2015-12-13 6:00:00,0,7.0°C,5.0°C,93.00%,12.0 km/h,4.18 μg/m3,406.29ppm,Rain,78
2015-12-13 7:00:00,0,7.0°C,4.0°C,93.00%,16.0 km/h,11.69 μg/m3,402.93ppm,Rain,110
2015-12-13 8:00:00,0,7.0°C,5.0°C,93.00%,12.0 km/h,4.39 μg/m3,405.96ppm,Rain,175
2015-12-13 9:00:00,0,7.0°C,4.5°C,93.00%,,4.61 μg/m3,403.07ppm,Rain,331
2015-12-13 10:00:00,0,7.5°C,5.0°C,93.00%,13.0 km/h,6.66 μg/m3,406.73ppm,Rain,628
2015-12-13 11:00:00,0,8.0°C,6.0°C,93.00%,11.0 km/h,7.76 μg/m3,406.22ppm,Broken clouds,756
2015-12-13 12:00:00,0,8.5°C,6.5°C,93.50%,12.0 km/h,9.8 μg/m3,406.96ppm,Broken clouds,990
2015-12-13 13:00:00,0,,8.0°C,94.00%,8.0 km/h,7.48 μg/m3,404.02ppm,Broken clouds,1128
2015-12-13 14:00:00,0,9.0°C,8.0°C,94.00%,6.5 km/h,6.79 μg/m3,406.45ppm,Broken clouds,1202
2015-12-13 15:00:00,0,9.0°C,,94.00%,9.0 km/h,7.54 μg/m3,405.23ppm,Broken clouds,1060
2015-12-13 16:00:00,0,9.0°C,7.5°C,94.00%,10.0 km/h,7.53 μg/m3,405.79ppm,Cloudy,971
2015-12-13 17:00:00,0,9.0°C,8.0°C,94.00%,9.0 km/h,10.16 μg/m3,405.13ppm,Broken clouds,846
2015-12-13 18:00:00,0,9.5°C,9.0°C,97.00%,6.5 km/h,9.58 μg/m3,403.27ppm,Broken clouds,817
2015-12-13 19:00:00,0,10.0°C,10.0°C,94.00%,6.0 km/h,7.09 μg/m3,405.65ppm,Broken clouds,601
2015-12-13 20:00:00,0,10.0°C,10.0°C,88.00%,5.0 km/h,7.48 μg/m3,405.91ppm,Scattered clouds,499
2015-12-13 21:00:00,0,10.0°C,,85.00%,12.0 km/h,5.21 μg/m3,402.79ppm,Broken clouds,346
2015-12-13 22:00:00,0,9.0°C,8.0°C,87.00%,7.0 km/h,8.95 μg/m3,406.14ppm,Scattered clouds,339
2015-12-13 23:00:00,0,8.5°C,7.0°C,87.00%,8.5 km/h,7.92 μg/m3,406.04ppm,Scattered clouds,281
2015-12-14 0:00:00,0,8.0°C,,93.00%,,8.58 μg/m3,403.65ppm,Scattered clouds,157
2015-12-14 1:00:00,0,8.5°C,6.5°C,87.00%,10.0 km/h,8.95 μg/m3,405.53ppm,Broken clouds,69
2015-12-14 2:00:00,0,9.0°C,7.5°C,87.00%,10.0 km/h,10.33 μg/m3,403.77ppm,Cloudy,46
2015-12-14 3:00:00,0,9.0°C,7.5°C,87.00%,11.0 km/h,7.42 μg/m3,406.17ppm,Cloudy,40
2015-12-14 4:00:00,0,,7.5°C,84.50%,10.0 km/h,8.08 μg/m3,403.23ppm,Cloudy,40
2015-12-14 5:00:00,0,9.0°C,8.0°C,82.00%,9.0 km/h,10.35 μg/m3,407.65ppm,Broken clouds,97
2015-12-14 6:00:00,0,9.0°C,,82.00%,8.0 km/h,7.74 μg/m3,407.54ppm,Broken clouds,538
2015-12-14 7:00:00,0,8.5°C,7.0°C,84.50%,8.5 km/h,7.86 μg/m3,406.63ppm,Broken clouds,1808
2015-12-14 8:00:00,0,8.0°C,6.0°C,87.00%,10.0 km/h,11.96 μg/m3,408.9ppm,Broken clouds,3761
2015-12-14 9:00:00,0,9.0°C,7.5°C,84.50%,11.0 km/h,7.93 μg/m3,407.86ppm,Broken clouds,1909
2015-12-14 10:00:00,0,9.0°C,7.5°C,84.50%,10.0 km/h,10.6 μg/m3,406.87ppm,Broken clouds,783
2015-12-14 11:00:00,0,9.5°C,8.0°C,84.50%,10.0 km/h,7.16 μg/m3,408.13ppm,Broken clouds,763
2015-12-14 12:00:00,0,10.0°C,8.0°C,82.00%,13.0 km/h,7.32 μg/m3,404.75ppm,Broken clouds,946
2015-12-14 13:00:00,0,10.0°C,,79.00%,12.0 km/h,4.99 μg/m3,403.89ppm,Scattered clouds,1057
2015-12-14 14:00:00,0,10.0°C,8.5°C,82.00%,10.0 km/h,8.92 μg/m3,406.96ppm,Scattered clouds,947
2015-12-14 15:00:00,0,10.0°C,9.0°C,76.00%,9.0 km/h,9.08 μg/m3,404.78ppm,Scattered clouds,1081
2015-12-14 16:00:00,0,10.0°C,8.5°C,79.00%,10.0 km/h,8.13 μg/m3,406.84ppm,Rain,1090
2015-12-14 17:00:00,0,9.0°C,7.0°C,,12.0 km/h,8.69 μg/m3,403.46ppm,Rain,2687
2015-12-14 18:00:00,0,9.5°C,8.0°C,84.50%,,9.31 μg/m3,403.68ppm,Scattered clouds,2696
2015-12-14 19:00:00,0,10.0°C,8.5°C,82.00%,9.0 km/h,5.78 μg/m3,402.08ppm,Broken clouds,1579
2015-12-14 20:00:00,0,10.0°C,9.5°C,82.00%,6.5 km/h,8.11 μg/m3,402.78ppm,Rain,890
2015-12-14 21:00:00,0,9.0°C,7.5°C,90.50%,10.0 km/h,10.49 μg/m3,405.69ppm,Rain,429
2015-12-14 22:00:00,0,9.0°C,8.0°C,94.00%,7.5 km/h,7.58 μg/m3,402.18ppm,Rain,220
2015-12-14 23:00:00,0,9.0°C,7.0°C,94.00%,11.0 km/h,5.94 μg/m3,403.02ppm,Rain,202
2015-12-15 0:00:00,0,9.0°C,8.0°C,94.00%,7.5 km/h,9.62 μg/m3,403.4ppm,Cloudy,159
2015-12-15 1:00:00,0,9.5°C,8.5°C,94.00%,7.0 km/h,8.22 μg/m3,404.18ppm,Rain,87
2015-12-15 2:00:00,0,10.0°C,8.5°C,94.00%,9.0 km/h,7.96 μg/m3,405.18ppm,Broken clouds,68
2015-12-15 3:00:00,0,10.0°C,9.5°C,94.00%,6.5 km/h,7.39 μg/m3,408.92ppm,Rain,31
2015-12-15 4:00:00,0,10.0°C,9.0°C,94.00%,8.0 km/h,9.38 μg/m3,406.59ppm,Broken clouds,30
2015-12-15 5:00:00,0,,10.0°C,94.00%,7.0 km/h,7.17 μg/m3,403.82ppm,Broken clouds,105
2015-12-15 6:00:00,0,10.5°C,10.0°C,97.00%,10.0 km/h,10.17 μg/m3,405.04ppm,Broken clouds,553
2015-12-15 7:00:00,0,10.0°C,8.0°C,100.00%,12.0 km/h,8.13 μg/m3,403.92ppm,Broken clouds,1794
2015-12-15 8:00:00,0,11.0°C,11.0°C,94.00%,8.0 km/h,9.52 μg/m3,406.77ppm,Broken clouds,3722
2015-12-15 9:00:00,0,11.0°C,,94.00%,9.0 km/h,9.34 μg/m3,406.12ppm,Broken clouds,1899
2015-12-15 10:00:00,0,12.0°C,12.0°C,94.00%,11.0 km/h,6.23 μg/m3,403.92ppm,Broken clouds,907
2015-12-15 11:00:00,0,12.0°C,12.0°C,94.00%,13.0 km/h,8.72 μg/m3,405.77ppm,Broken clouds,756
2015-12-15 12:00:00,0,,12.0°C,94.00%,14.0 km/h,7.6 μg/m3,405.91ppm,Broken clouds,991
2015-12-15 13:00:00,0,12.0°C,12.0°C,91.00%,16.0 km/h,8.98 μg/m3,405.11ppm,Broken clouds,877
2015-12-15 14:00:00,0,,12.5°C,85.00%,15.0 km/h,7.91 μg/m3,405.78ppm,Broken clouds,918
2015-12-15 15:00:00,0,12.0°C,12.0°C,88.00%,13.0 km/h,5.18 μg/m3,406.16ppm,Rain,737
2015-12-15 16:00:00,0,12.0°C,12.0°C,88.00%,12.0 km/h,9.19 μg/m3,409.26ppm,Rain,853
2015-12-15 17:00:00,0,12.0°C,12.0°C,88.00%,11.0 km/h,4.65 μg/m3,407.4ppm,Rain,1130
2015-12-15 18:00:00,0,12.0°C,12.0°C,88.00%,11.0 km/h,8.21 μg/m3,403.08ppm,Rain,1631
2015-12-15 19:00:00,0,12.0°C,12.0°C,94.00%,10.0 km/h,10.84 μg/m3,405.5ppm,Rain,809
2015-12-15 20:00:00,0,13.0°C,13.0°C,88.00%,11.0 km/h,10.1 μg/m3,409.26ppm,Rain,705
2015-12-15 21:00:00,0,13.0°C,13.0°C,91.00%,10.0 km/h,8.6 μg/m3,405.73ppm,Rain,535
2015-12-15 22:00:00,0,13.0°C,13.0°C,,10.0 km/h,7.23 μg/m3,408.69ppm,Scattered clouds,482
2015-12-15 23:00:00,0,14.0°C,14.0°C,88.00%,16.0 km/h,7.91 μg/m3,410.24ppm,Broken clouds,422
2015-12-16 0:00:00,0,14.0°C,,88.00%,17.0 km/h,9.58 μg/m3,403.14ppm,Rain,225
2015-12-16 1:00:00,0,14.0°C,14.0°C,,17.0 km/h,6.82 μg/m3,404.86ppm,Rain,119
2015-12-16 2:00:00,0,,14.0°C,88.00%,18.0 km/h,8.63 μg/m3,405.15ppm,Rain,67
2015-12-16 3:00:00,0,14.0°C,14.0°C,85.00%,16.0 km/h,6.72 μg/m3,402.39ppm,Rain,55
2015-12-16 4:00:00,0,13.0°C,13.0°C,94.00%,17.0 km/h,7.58 μg/m3,407.78ppm,Rain,46
2015-12-16 5:00:00,0,13.5°C,13.5°C,88.00%,16.0 km/h,7.29 μg/m3,405.69ppm,Broken clouds,82
2015-12-16 6:00:00,0,14.0°C,14.0°C,82.00%,21.0 km/h,8.62 μg/m3,401.7ppm,Rain,556
2015-12-16 7:00:00,0,14.0°C,14.0°C,82.00%,20.0 km/h,8.82 μg/m3,405.65ppm,Broken clouds,1797
2015-12-16 8:00:00,0,14.0°C,14.0°C,82.00%,26.0 km/h,11.23 μg/m3,403.42ppm,Broken clouds,3771
2015-12-16 9:00:00,0,14.0°C,14.0°C,82.00%,26.0 km/h,7.77 μg/m3,404.95ppm,Broken clouds,2066
2015-12-16 10:00:00,0,15.0°C,15.0°C,74.50%,,8.48 μg/m3,400.02ppm,Broken clouds,873
2015-12-16 11:00:00,0,15.0°C,15.0°C,77.00%,25.0 km/h,9.76 μg/m3,404.63ppm,Broken clouds,857
2015-12-16 12:00:00,0,16.0°C,16.0°C,72.00%,28.0 km/h,7.96 μg/m3,406.68ppm,Broken clouds,1003
2015-12-16 13:00:00,0,15.5°C,15.5°C,74.50%,24.0 km/h,8.15 μg/m3,404.16ppm,Broken clouds,1044
2015-12-16 14:00:00,0,15.0°C,15.0°C,79.50%,22.0 km/h,8.91 μg/m3,401.45ppm,Broken clouds,883
2015-12-16 15:00:00,0,15.0°C,15.0°C,74.50%,30.5 km/h,6.99 μg/m3,404.88ppm,Broken clouds,1060
2015-12-16 16:00:00,0,15.0°C,15.0°C,77.00%,25.0 km/h,8.3 μg/m3,404.6ppm,Broken clouds,1385
2015-12-16 17:00:00,0,14.5°C,14.5°C,79.50%,17.0 km/h,6.78 μg/m3,408.14ppm,Broken clouds,2483
2015-12-16 18:00:00,0,14.0°C,14.0°C,82.00%,15.0 km/h,7.52 μg/m3,405.88ppm,Broken clouds,2580
2015-12-16 19:00:00,0,15.0°C,,77.00%,18.5 km/h,11.22 μg/m3,404.54ppm,Broken clouds,1538
2015-12-16 20:00:00,0,14.0°C,14.0°C,85.00%,12.0 km/h,7.78 μg/m3,402.6ppm,Broken clouds,1033
2015-12-16 21:00:00,0,15.0°C,15.0°C,85.00%,17.0 km/h,8.33 μg/m3,404.91ppm,Broken clouds,754
2015-12-16 22:00:00,0,15.0°C,15.0°C,82.00%,19.0 km/h,4.03 μg/m3,408.87ppm,Broken clouds,731
2015-12-16 23:00:00,0,15.0°C,15.0°C,82.00%,18.0 km/h,8.66 μg/m3,405.76ppm,Cloudy,550
2015-12-17 0:00:00,0,14.5°C,,82.00%,18.0 km/h,10.96 μg/m3,406.31ppm,Scattered clouds,375
2015-12-17 1:00:00,0,14.0°C,14.0°C,82.00%,17.0 km/h,6.73 μg/m3,400.05ppm,Clear,213
2015-12-17 2:00:00,0,14.0°C,14.0°C,77.00%,19.0 km/h,9.63 μg/m3,406.83ppm,Clear,206
2015-12-17 3:00:00,0,14.0°C,,77.00%,20.0 km/h,7.07 μg/m3,405.19ppm,Clear,108
2015-12-17 4:00:00,0,14.0°C,14.0°C,72.00%,22.0 km/h,5.52 μg/m3,405.05ppm,Clear,60
2015-12-17 5:00:00,0,14.0°C,14.0°C,72.00%,19.0 km/h,7.34 μg/m3,405.35ppm,Clear,125
2015-12-17 6:00:00,0,14.0°C,14.0°C,67.00%,15.0 km/h,6.98 μg/m3,405.4ppm,Clear,548
2015-12-17 7:00:00,0,15.0°C,15.0°C,59.00%,24.0 km/h,8.17 μg/m3,404.48ppm,Clear,1870
2015-12-17 8:00:00,0,15.0°C,15.0°C,63.00%,13.0 km/h,7.55 μg/m3,404.01ppm,Clear,3910
2015-12-17 9:00:00,0,15.0°C,15.0°C,,24.0 km/h,6.5 μg/m3,402.19ppm,Clear,2147
2015-12-17 10:00:00,0,,15.0°C,63.00%,22.0 km/h,8.8 μg/m3,404.26ppm,Clear,1012
2015-12-17 11:00:00,0,16.0°C,16.0°C,59.00%,24.0 km/h,9.76 μg/m3,407.22ppm,Clear,888
2015-12-17 12:00:00,0,16.0°C,16.0°C,59.00%,17.0 km/h,8.97 μg/m3,403.88ppm,Clear,1191
2015-12-17 13:00:00,0,16.0°C,,63.00%,20.0 km/h,8.27 μg/m3,406.59ppm,Clear,1222
2015-12-17 14:00:00,0,15.0°C,15.0°C,63.00%,22.0 km/h,7.88 μg/m3,402.86ppm,Clear,1061
2015-12-17 15:00:00,0,,15.0°C,65.50%,19.0 km/h,8.88 μg/m3,402.29ppm,Broken clouds,1126
